Equipe;Pontos;Ref;Assistência;Roubo;Block;Faltas;Turnover;Orebote;FGA;FGM;3A;3M;FTA;FTM
"celtics";135;"DIA 79.17 celtics-cavaliers.xls";34;6;9;11;12;3;98;51;40;23;11;10
"clippers";97;"DIA 10.3 hornets-clippers.xls";21;14;3;13;17;3;90;37;17;2;26;21
"clippers";104;"DIA 101.22 clippers-nuggets.xls";30;10;7;17;9;3;93;43;19;6;16;12
"clippers";117;"DIA 36.9 timberwolves-clippers.xls";27;6;10;7;12;3;94;45;23;8;26;19
"clippers";108;"DIA 55.12 magic-clippers.xls";27;7;5;10;12;3;101;45;22;5;14;13
"clippers";121;"DIA 80.17 raptors-clippers.xls";30;16;10;19;15;3;96;49;19;10;21;13
"magic";120;"DIA 116.25 magic-Jazz.xls";38;7;6;10;7;3;100;52;27;10;6;6
"magic";109;"DIA 19.5 magic-Sixers.xls";25;10;9;17;16;3;92;43;32;10;15;13
"magic";113;"DIA 50.11 pistons-magic.xls";31;17;14;20;10;3;94;47;25;10;11;9
"rockets";107;"DIA 105.22 rockets-clippers.xls";29;10;11;15;8;3;97;46;21;7;14;8
"rockets";60;"DIA 117.25 rockets-cavaliers.xls";18;8;6;5;8;3;95;27;1;0;8;6
"rockets";66;"DIA 120.26 rockets-Bulls.xls";18;3;4;5;11;3;91;27;2;1;16;11
"rockets";117;"DIA 44.10 hawks-rockets.xls";31;9;4;14;14;3;93;44;34;12;20;17
"rockets";91;"DIA 97.21 rockets-thunder.xls";25;7;7;12;9;3;101;39;29;8;6;5
"spurs";116;"DIA 100.21 spurs-nuggets.xls";32;8;5;13;12;3;92;47;24;9;15;13
"spurs";119;"DIA 104.22 clippers-spurs.xls";23;10;6;13;11;3;91;40;20;9;34;30
"spurs";104;"DIA 106.23 spurs-grizzlies.xls";27;5;8;14;15;3;87;39;25;12;16;14
"spurs";109;"DIA 110.23 spurs-wizards.xls";24;10;9;19;15;3;95;43;19;8;20;15
"spurs";130;"DIA 113.24 spurs-thunder.xls";30;11;5;18;7;3;97;49;21;8;31;24
"spurs";106;"DIA 123.27 hornets-spurs.xls";25;12;6;23;12;3;95;41;20;7;23;17
"spurs";116;"DIA 17.5 spurs-hornets.xls";26;15;5;15;14;3;89;46;26;8;19;16
"spurs";108;"DIA 25.6 mavericks-spurs.xls";34;6;15;13;18;3;97;41;36;12;16;14
"spurs";86;"DIA 31.8 spurs-pelicans.xls";23;8;10;16;12;3;90;36;36;10;4;4
"spurs";118;"DIA 49.11 spurs-grizzlies.xls";33;13;7;8;9;3;104;48;38;16;7;6
"spurs";121;"DIA 79.17 spurs-timberwolves.xls";33;6;2;13;13;3;91;46;32;17;16;12
"spurs";123;"DIA 9.3 celtics-spurs.xls";24;14;10;7;12;3;89;44;28;10;31;25
"knicks";126;"DIA 110.23 knicks-celtics.xls";30;10;9;2;13;3;97;50;24;8;26;18
"knicks";117;"DIA 15.4 knicks-pistons.xls";29;14;6;14;15;3;105;50;18;9;10;8
"knicks";121;"DIA 39.9 knicks-Sixers.xls";35;7;9;9;10;3;107;50;31;12;12;9
"knicks";86;"DIA 50.11 knicks-lakers.xls";22;6;11;22;15;3;92;34;22;5;16;13
"knicks";108;"DIA 53.12 Bulls-knicks.xls";30;9;4;11;13;3;106;48;26;7;7;5
"knicks";95;"DIA 8.2 knicks-hawks.xls";25;14;9;14;22;3;83;39;19;4;15;13
"Suns";112;"DIA 1.1 Suns-spurs.xls";30;9;7;15;14;3;102;46;34;11;12;9
"Suns";122;"DIA 115.25 Suns-nets.xls";31;14;14;12;10;3;99;47;31;12;21;16
"Suns";114;"DIA 126.27 Suns-trailblazers.xls";29;7;11;12;9;3;92;44;32;9;21;17
"Suns";117;"DIA 15.4 Sixers-Suns.xls";32;16;15;15;22;3;95;47;33;12;13;11
"Suns";104;"DIA 80.17 Suns-pelicans.xls";27;8;6;21;14;3;94;43;26;7;12;11
"cavaliers";93;"DIA 10.3 cavaliers-mavericks.xls";25;11;9;15;12;3;89;35;11;6;24;17
"cavaliers";136;"DIA 11.3 cavaliers-raptors.xls";38;10;7;27;13;3;102;53;19;11;23;19
"cavaliers";103;"DIA 110.23 cavaliers-lakers.xls";26;9;5;5;12;3;92;41;35;14;12;7
"cavaliers";74;"DIA 115.25 pelicans-cavaliers.xls";19;7;5;15;17;3;89;27;32;9;12;11
"cavaliers";96;"DIA 16.4 wizards-cavaliers.xls";30;12;10;19;15;3;94;41;15;4;12;10
"cavaliers";113;"DIA 18.5 cavaliers-Bulls.xls";34;10;6;15;11;3;96;49;19;6;15;9
"cavaliers";95;"DIA 52.12 cavaliers-hornets.xls";24;9;5;19;12;3;91;38;20;8;16;11
"cavaliers";120;"DIA 65.14 cavaliers-raptors.xls";34;11;6;16;13;3;103;49;22;7;21;15
"cavaliers";87;"DIA 66.15 cavaliers-nuggets.xls";26;6;3;8;11;3;102;35;25;9;9;8
"cavaliers";99;"DIA 67.15 cavaliers-Sixers.xls";26;6;6;10;15;3;97;40;29;10;15;9
"cavaliers";102;"DIA 95.20 cavaliers-pistons.xls";28;6;10;11;10;3;94;43;20;9;9;7
"warriors";97;"DIA 113.24 warriors-Jazz.xls";29;5;6;13;11;3;96;40;33;15;5;2
"warriors";128;"DIA 60.13 warriors-spurs.xls";30;9;12;18;7;3;101;49;32;10;24;20
"warriors";109;"DIA 81.18 spurs-warriors.xls";26;6;13;15;5;3;95;45;27;8;16;11
"warriors";95;"DIA 90.19 warriors-pelicans.xls";21;15;5;23;12;3;85;37;21;3;24;18
"bucks";102;"DIA 109.23 cavaliers-bucks.xls";27;6;7;19;10;9;102;41;41;12;12;8
"bucks";112;"DIA 115.25 bucks-raptors.xls";31;5;3;20;6;9;113;44;50;17;8;7
"bucks";102;"DIA 12.3 bucks-cavaliers.xls";22;9;8;12;23;9;97;40;25;9;15;13
"bucks";115;"DIA 33.8 bucks-grizzlies.xls";29;11;4;21;14;9;104;46;28;12;12;11
"bucks";108;"DIA 47.11 bucks-raptors.xls";29;9;8;17;13;9;99;42;34;14;13;10
"bucks";111;"DIA 57.13 bucks-wizards.xls";31;10;5;26;8;9;111;45;30;7;15;14
"bucks";91;"DIA 92.20 thunder-bucks.xls";22;8;11;16;17;9;95;38;29;5;11;10
"bucks";72;"DIA 97.21 bucks-magic.xls";21;5;8;14;9;9;93;28;28;7;12;9
"mavericks";104;"DIA 24.6 spurs-mavericks.xls";22;12;4;20;25;9;89;39;22;10;18;16
"Bulls";100;"DIA 106.23 Bulls-Sixers.xls";22;8;11;11;12;9;98;37;13;2;31;24
"Bulls";101;"DIA 11.3 Bulls-wizards.xls";25;16;8;13;10;9;109;45;17;4;8;7
"Bulls";129;"DIA 2.1 Bulls-cavaliers.xls";30;12;7;13;12;9;105;46;45;22;21;15
"Bulls";108;"DIA 49.11 Bulls-celtics.xls";29;6;10;21;12;9;101;43;18;7;23;15
"Bulls";105;"DIA 60.13 bucks-Bulls.xls";25;8;11;9;11;9;92;37;15;5;31;26
"Bulls";129;"DIA 73.16 thunder-Bulls.xls";30;10;13;12;6;9;105;44;26;10;37;31
"Bulls";117;"DIA 75.16 Bulls-Hornets.xls";25;7;9;21;12;9;96;45;22;8;22;19
"raptors";114;"DIA 130.28 raptors-pistons.xls";26;9;3;21;7;9;94;41;28;10;40;22
"raptors";133;"DIA 100.21 raptors-rockets.xls";34;7;6;11;13;9;92;52;24;14;24;15
"raptors";119;"DIA 19.5 hornets-raptors.xls";27;10;6;18;19;9;97;44;30;10;29;21
"raptors";119;"DIA 66.15 raptors-nets.xls";32;13;11;13;16;9;88;46;16;6;28;21
"raptors";102;"DIA 69.15 Sixers-raptors.xls";26;5;9;10;13;9;100;39;20;7;24;17
"raptors";139;"DIA 9.3 raptors-wizards.xls";35;12;6;23;10;9;99;53;28;11;33;22
"raptors";100;"DIA 94.20 nets-raptors.xls";24;13;5;13;12;9;91;40;16;5;19;15
"grizzlies";111;"DIA 121.26 grizzlies-knicks.xls";28;11;4;14;13;9;92;41;21;7;27;22
"grizzlies";141;"DIA 19.5 cavaliers-grizzlies.xls";39;9;8;19;17;9;110;57;25;14;17;13
"grizzlies";99;"DIA 29.7 grizzlies-hawks.xls";24;9;4;7;15;9;91;35;22;7;25;22
"grizzlies";86;"DIA 62.14 Suns-grizzlies.xls";26;3;6;6;12;9;99;36;15;5;15;9
"grizzlies";93;"DIA 71.16 trailblazers-grizzlies.xls";23;6;5;6;8;9;91;34;16;5;27;20
"grizzlies";114;"DIA 75.16 grizzlies-heat.xls";35;5;4;11;10;9;91;46;16;5;24;17
"grizzlies";84;"DIA 90.19 Jazz-grizzlies.xls";27;6;4;17;14;9;94;37;20;5;7;5
"pistons";138;"DIA 104.22 lakers-pistons.xls";36;10;7;20;16;9;111;52;13;7;36;27
"pistons";107;"DIA 118.25 Bulls-pistons.xls";24;9;6;13;12;9;99;43;20;7;19;14
"pistons";82;"DIA 126.27 timberwolves-pistons.xls";24;5;3;21;11;9;98;33;28;8;10;8
"pistons";105;"DIA 2.1 magic-pistons.xls";34;9;7;12;23;9;100;42;18;5;16;16
"pistons";104;"DIA 27.7 Sixers-pistons.xls";29;11;6;14;18;9;92;40;16;5;24;19
"pistons";109;"DIA 44.10 pistons-celtics.xls";30;11;4;14;13;9;97;43;29;8;17;15
"pistons";113;"DIA 63.14 pistons-warriors.xls";34;7;4;23;15;9;101;46;22;7;18;14
"pistons";120;"DIA 87.19 pistons-grizzlies.xls";34;9;2;14;10;9;101;53;19;7;9;7
"pistons";103;"DIA 93.20 pistons-nets.xls";28;11;2;13;20;9;92;40;22;5;19;18
"pistons";94;"DIA 94.20 mavericks-pistons.xls";24;6;6;14;14;9;93;37;23;5;22;15
"pistons";117;"DIA 98.21 heat-pistons.xls";26;12;5;18;10;9;97;40;24;7;36;30
"heat";116;"DIA 126.27 Sixers-heat.xls";29;8;5;12;7;9;98;46;22;5;24;19
"heat";96;"DIA 23.6 cavaliers-heat.xls";19;10;7;9;19;9;93;37;24;7;21;15
"heat";100;"DIA 3.1 heat-magic.xls";21;12;8;20;25;9;87;35;21;6;32;24
"heat";121;"DIA 33.8 heat-pacers.xls";28;12;6;26;12;9;94;44;8;3;39;30
"heat";101;"DIA 5.2 heat-Kings.xls";25;11;3;22;19;9;95;37;31;10;22;17
"heat";119;"DIA 9.3 heat-rockets.xls";28;19;5;12;15;9;102;48;24;10;20;13
"heat";108;"DIA 98.21 heat-pistons.xls";27;6;10;26;19;9;90;42;23;7;24;17
"nets";123;"DIA 22.6 nets-hawks.xls";32;5;3;11;11;9;95;45;22;9;32;24
"nets";111;"DIA 5.2 hornets-nets.xls";29;8;4;16;19;9;99;45;23;9;15;12
"nets";135;"DIA 61.14 nets-cavaliers.xls";40;4;12;17;11;9;99;55;28;15;13;10
"nets";119;"DIA 70.15 cavaliers-nets.xls";32;5;6;13;10;9;106;51;20;8;11;9
"hornets";105;"DIA 103.22 wizards-hornets.xls";22;7;5;15;7;9;103;40;22;8;22;17
"hornets";126;"DIA 116.25 hornets-thunder.xls";31;14;7;12;9;9;98;51;25;10;16;14
"hornets";97;"DIA 125.27 rockets-hornets.xls";24;13;9;18;10;9;99;46;17;3;3;2
"hornets";124;"DIA 50.11 thunder-hornets.xls";23;12;10;10;15;9;98;46;26;8;27;24
"hornets";122;"DIA 64.14 bucks-hornets.xls";33;9;9;14;12;9;102;47;17;7;26;21
"hornets";106;"DIA 80.17 hornets-heat.xls";30;6;11;7;13;9;99;42;30;11;14;11
"wizards";132;"DIA 22.6 wizards-hornets.xls";34;4;6;14;13;9;95;49;14;2;39;32
"lakers";103;"DIA 51.12 Jazz-lakers.xls";27;7;8;14;14;9;103;41;17;9;14;12
"lakers";134;"DIA 59.13 lakers-grizzlies.xls";35;11;8;21;11;9;107;56;23;10;15;12
"lakers";129;"DIA 64.14 lakers-pacers.xls";31;13;6;13;10;9;95;49;28;14;20;17
"lakers";123;"DIA 88.19 celtics-lakers.xls";38;7;7;11;6;9;100;48;26;11;21;16
"Sixers";110;"DIA 102.22 pistons-Sixers.xls";38;10;5;16;7;9;98;49;21;5;8;7
"Sixers";120;"DIA 116.25 Sixers-bucks.xls";32;5;4;14;10;9;91;46;21;7;31;21
"Sixers";105;"DIA 119.26 nets-Sixers.xls";33;3;10;10;16;9;90;41;24;10;16;13
"Sixers";117;"DIA 39.9 knicks-Sixers.xls";39;10;5;12;11;9;107;49;21;8;17;11
"Sixers";102;"DIA 46.11 cavaliers-Sixers.xls";29;6;11;16;7;9;106;41;21;9;15;11
"Sixers";127;"DIA 50.11 Sixers-pacers.xls";33;14;5;13;10;9;103;49;20;12;22;17
"Sixers";132;"DIA 64.14 wizards-Sixers.xls";42;12;4;16;4;9;103;54;24;11;17;13
"nuggets";111;"DIA 127.28 nuggets-Jazz.xls";28;13;8;14;7;9;115;50;25;3;11;8
"nuggets";120;"DIA 27.7 nuggets-nets.xls";29;8;5;11;14;9;98;45;24;8;28;22
"nuggets";122;"DIA 54.12 timberwolves-nuggets.xls";32;12;7;14;15;9;104;46;20;9;23;21
"nuggets";134;"DIA 75.16 nuggets-Sixers.xls";30;10;4;12;6;9;106;50;37;18;20;16
"nuggets";103;"DIA 79.17 nuggets-thunder.xls";20;7;8;16;11;9;92;36;30;10;29;21
"nuggets";105;"DIA 90.19 nuggets-magic.xls";26;7;7;9;14;9;94;38;32;10;20;19
"Jazz";116;"DIA 117.25 Jazz-Bulls.xls";27;12;4;13;10;9;95;49;15;7;15;11
"Jazz";110;"DIA 48.11 Jazz-Kings.xls";24;12;9;7;9;9;103;46;22;5;18;13
"Jazz";97;"DIA 85.18 hornets-Jazz.xls";23;13;12;8;8;9;103;41;22;3;16;12
"pelicans";109;"DIA 110.23 Bulls-pelicans.xls";27;15;12;13;11;9;100;47;12;1;21;14
"pelicans";132;"DIA 115.25 pelicans-cavaliers.xls";35;13;15;8;9;9;93;54;14;11;22;13
"pelicans";114;"DIA 92.20 pelicans-grizzlies.xls";34;10;16;9;8;9;99;52;13;9;3;1
"timberwolves";88;"DIA 108.23 rockets-timberwolves.xls";22;6;10;16;13;9;94;36;17;4;18;12
"timberwolves";113;"DIA 52.12 timberwolves-warriors.xls";28;15;5;18;13;9;108;46;24;3;20;18
"timberwolves";115;"DIA 54.12 timberwolves-nuggets.xls";29;13;9;17;13;9;103;47;22;6;18;15
"timberwolves";113;"DIA 64.14 Jazz-timberwolves.xls";36;6;7;18;9;9;111;47;20;9;12;10
"timberwolves";99;"DIA 72.16 wizards-timberwolves.xls";23;7;7;21;6;9;102;40;26;5;18;14
"timberwolves";94;"DIA 79.17 spurs-timberwolves.xls";24;8;8;12;10;9;98;40;25;7;9;7
"thunder";102;"DIA 116.25 hornets-thunder.xls";28;7;4;13;17;9;91;38;20;8;19;18
"thunder";126;"DIA 40.9 Jazz-thunder.xls";34;10;8;15;11;9;107;51;30;13;14;11
"thunder";106;"DIA 65.14 Suns-thunder.xls";29;7;7;17;16;9;81;40;23;8;28;18
"thunder";123;"DIA 69.15 Bulls-thunder.xls";28;12;6;23;14;9;102;51;24;11;15;10
"thunder";115;"DIA 71.16 thunder-Jazz.xls";27;12;12;18;19;9;104;49;18;9;11;8
"thunder";95;"DIA 83.18 thunder-Kings.xls";16;10;4;20;15;9;89;36;25;12;24;11
"thunder";106;"DIA 87.19 thunder-Suns.xls";27;4;4;17;12;9;101;40;28;9;20;17
"thunder";114;"DIA 98.21 thunder-timberwolves.xls";30;10;5;13;6;9;95;46;28;6;27;16
"hawks";120;"DIA 101.22 hawks-nets.xls";39;13;5;10;11;9;98;47;38;16;14;10
"hawks";124;"DIA 120.26 Sixers-hawks.xls";29;12;12;18;6;9;101;46;36;14;21;18
"hawks";126;"DIA 50.11 warriors-hawks.xls";39;4;7;20;5;9;107;48;33;10;25;20
"hawks";94;"DIA 58.13 hawks-thunder.xls";22;11;8;19;18;9;89;38;23;5;15;13
"hawks";122;"DIA 62.14 hawks-knicks.xls";34;11;6;12;12;9;98;42;42;16;23;22
"hawks";121;"DIA 97.21 Bulls-hawks.xls";23;13;8;19;9;9;108;46;37;12;23;17
"trailblazers";123;"DIA 113.24 trailblazers-mavericks.xls";36;4;7;15;13;9;93;49;15;5;26;20
"trailblazers";113;"DIA 126.27 Suns-trailblazers.xls";25;8;4;14;10;9;102;42;28;6;24;23
"trailblazers";120;"DIA 34.8 trailblazers-Jazz.xls";34;11;9;18;16;9;93;47;29;15;13;11
"trailblazers";146;"DIA 5.2 trailblazers-grizzlies.xls";40;10;9;29;29;9;130;59;27;14;15;14
"trailblazers";136;"DIA 50.11 spurs-trailblazers.xls";40;6;5;13;10;9;108;54;22;6;25;22
"trailblazers";120;"DIA 64.14 trailblazers-spurs.xls";33;11;8;21;14;9;99;50;23;9;14;11
"trailblazers";127;"DIA 67.15 clippers-trailblazers.xls";35;9;6;18;6;9;101;48;28;10;28;21
"trailblazers";121;"DIA 88.19 warriors-trailblazers.xls";29;19;2;10;8;9;101;44;24;11;24;22
"Kings";96;"DIA 122.26 Suns-Kings.xls";30;5;9;14;12;9;97;39;21;8;13;10
"Kings";112;"DIA 56.13 lakers-Kings.xls";27;7;8;12;10;9;105;47;12;5;18;13
"pacers";104;"DIA 106.23 thunder-pacers.xls";26;4;4;15;13;9;91;38;33;12;20;16
"pacers";113;"DIA 2.1 timberwolves-pacers.xls";23;11;10;21;18;9;93;40;29;11;26;22
"pacers";105;"DIA 22.6 Suns-pacers.xls";21;9;6;8;16;9;101;40;30;11;16;14
"pacers";112;"DIA 29.7 pacers-bucks.xls";30;5;9;16;19;9;86;38;33;15;27;21
"pacers";135;"DIA 51.12 cavaliers-pacers.xls";33;10;8;15;10;9;93;53;30;11;22;18
"pacers";96;"DIA 64.14 lakers-pacers.xls";28;6;4;11;13;9;95;38;26;11;13;9
"pacers";102;"DIA 99.21 Kings-pacers.xls";21;12;9;20;9;9;108;42;26;8;16;10
"celtics";129;"DIA 119.26 celtics-raptors.xls";31;10;5;26;14;9;104;51;33;16;13;11
"celtics";114;"DIA 17.5 celtics-grizzlies.xls";32;9;12;15;15;9;98;46;19;7;17;15
"celtics";105;"DIA 44.10 pistons-celtics.xls";29;8;4;15;14;9;97;42;27;6;17;15
"celtics";99;"DIA 45.10 celtics-heat.xls";25;13;6;16;10;9;109;38;31;9;16;14
"clippers";109;"DIA 109.23 clippers-Suns.xls";32;6;8;11;16;9;88;41;16;8;22;19
"clippers";123;"DIA 2.1 Suns-clippers.xls";29;14;15;17;15;9;104;50;18;8;21;15
"clippers";107;"DIA 23.6 clippers-pistons.xls";30;12;8;26;16;9;106;46;19;5;10;10
"clippers";95;"DIA 43.10 Suns-clippers.xls";28;11;11;17;16;9;97;41;15;4;14;9
"magic";118;"DIA 100.21 thunder-magic.xls";29;5;8;18;14;9;95;44;24;8;28;22
"magic";122;"DIA 2.1 magic-pistons.xls";31;12;9;10;14;9;103;49;38;15;13;9
"magic";99;"DIA 4.1 Suns-magic.xls";27;11;17;14;11;9;96;37;41;14;12;11
"magic";119;"DIA 57.13 magic-hawks.xls";35;7;9;12;10;9;92;47;30;10;19;15
"magic";110;"DIA 58.13 magic-spurs.xls";32;9;10;11;17;9;105;46;32;13;7;5
"magic";128;"DIA 67.15 pistons-magic.xls";29;11;11;16;8;9;112;49;38;16;17;14
"magic";75;"DIA 78.17 grizzlies-magic.xls";21;8;7;21;10;9;98;33;33;5;8;4
"magic";113;"DIA 93.20 magic-celtics.xls";24;10;9;8;10;9;100;47;22;7;17;12
"rockets";80;"DIA 115.25 Kings-rockets.xls";23;9;4;6;5;9;97;36;1;0;18;8
"rockets";114;"DIA 37.9 magic-rockets.xls";29;11;16;12;15;9;103;47;27;12;9;8
"rockets";118;"DIA 47.11 warriors-rockets.xls";30;13;8;15;11;9;97;44;36;12;20;18
"rockets";100;"DIA 59.13 rockets-clippers.xls";28;12;10;17;14;9;99;41;40;10;12;8
"rockets";107;"DIA 72.16 thunder-rockets.xls";21;10;6;15;11;9;96;41;25;8;22;17
"rockets";114;"DIA 83.18 pistons-rockets.xls";29;6;7;8;13;9;98;44;26;9;20;17
"spurs";90;"DIA 129.28 pelicans-spurs.xls";19;10;5;19;10;9;98;35;21;7;14;13
"spurs";111;"DIA 22.6 grizzlies-spurs.xls";31;7;10;16;20;9;99;42;36;16;11;11
"spurs";130;"DIA 3.1 spurs-rockets.xls";35;15;8;10;16;9;105;49;25;15;19;17
"spurs";108;"DIA 60.13 warriors-spurs.xls";27;4;8;14;13;9;100;35;37;15;27;23
"spurs";124;"DIA 71.16 spurs-pistons.xls";36;6;11;15;15;9;115;51;42;15;9;7
"knicks";124;"DIA 45.10 knicks-mavericks.xls";28;6;6;17;11;9;95;44;24;8;31;28
"Suns";97;"DIA 103.22 Suns-Jazz.xls";23;13;14;9;14;9;97;41;26;7;10;8
"Suns";96;"DIA 106.23 hornets-Suns.xls";23;8;14;13;10;9;91;36;26;7;22;17
"Suns";105;"DIA 114.24 cavaliers-Suns.xls";24;8;11;6;7;9;100;44;29;10;8;7
"Suns";104;"DIA 39.9 Bulls-Suns.xls";24;7;11;15;17;9;98;38;32;10;23;18
"Suns";122;"DIA 49.11 Suns-warriors.xls";30;6;9;20;16;9;98;46;30;10;22;20
"Suns";125;"DIA 66.15 grizzlies-Suns.xls";37;7;11;17;12;9;108;48;37;12;18;17
"Suns";142;"DIA 93.20 Suns-nuggets.xls";38;5;4;21;10;9;111;51;37;19;22;21
"Suns";110;"DIA 94.20 Suns-rockets.xls";32;7;8;8;12;9;95;43;31;11;17;13
"Suns";111;"DIA 98.21 grizzlies-Suns.xls";29;9;8;14;13;9;96;45;30;8;13;13
"cavaliers";108;"DIA 102.22 cavaliers-celtics.xls";22;12;10;13;14;9;99;43;24;5;22;17
"cavaliers";106;"DIA 107.23 cavaliers-heat.xls";28;6;6;8;8;9;101;43;29;9;16;11
"cavaliers";106;"DIA 126.27 cavaliers-Jazz.xls";29;7;9;8;8;9;102;44;32;14;6;4
"cavaliers";90;"DIA 39.9 mavericks-cavaliers.xls";23;4;7;14;14;9;88;30;28;10;27;20
"cavaliers";99;"DIA 85.18 cavaliers-pacers.xls";25;7;8;12;14;9;92;39;23;9;18;12
"cavaliers";91;"DIA 94.20 timberwolves-cavaliers.xls";21;8;11;11;12;9;102;37;31;9;10;8
"warriors";102;"DIA 119.26 warriors-mavericks.xls";28;6;4;17;14;9;96;41;18;8;17;12
"warriors";109;"DIA 49.11 Suns-warriors.xls";24;8;5;14;8;9;102;39;30;11;24;20
"warriors";97;"DIA 54.12 Jazz-warriors.xls";20;10;6;18;16;9;94;37;27;10;17;13
"warriors";87;"DIA 57.13 pacers-warriors.xls";18;8;10;15;15;9;96;32;31;5;22;18
"warriors";140;"DIA 69.15 warriors-Suns.xls";38;11;6;18;8;9;121;56;33;12;18;16
"bucks";123;"DIA 91.20 bucks-Suns.xls";32;14;2;16;12;2;101;49;34;17;9;8
"mavericks";89;"DIA 121.26 mavericks-spurs.xls";28;4;4;22;9;2;84;36;21;6;15;11
"mavericks";116;"DIA 124.27 celtics-mavericks.xls";35;6;11;9;7;2;99;48;20;6;17;14
"mavericks";106;"DIA 22.6 mavericks-lakers.xls";32;7;8;17;15;2;90;46;12;6;15;8
"mavericks";111;"DIA 46.11 mavericks-magic.xls";33;11;14;8;13;2;97;44;23;10;13;13
"mavericks";111;"DIA 53.12 Suns-mavericks.xls";28;10;9;17;8;2;99;41;25;7;28;22
"mavericks";114;"DIA 65.14 Jazz-mavericks.xls";33;8;5;15;7;2;104;46;28;12;14;10
"mavericks";104;"DIA 97.21 spurs-mavericks.xls";28;10;7;18;19;2;84;39;26;12;17;14
"mavericks";116;"DIA 99.21 mavericks-thunder.xls";30;5;6;15;9;2;99;42;30;10;23;22
"Bulls";119;"DIA 128.28 Bulls-pacers.xls";31;8;8;11;8;2;88;49;13;8;18;13
"Bulls";137;"DIA 109.23 celtics-Bulls.xls";28;9;9;14;5;2;96;50;19;9;34;28
"Bulls";106;"DIA 124.27 Bulls-trailblazers.xls";22;7;12;16;13;2;86;40;25;10;21;16
"Bulls";123;"DIA 62.14 Bulls-bucks.xls";26;11;11;9;10;2;88;49;22;10;17;15
"Bulls";142;"DIA 66.15 hornets-Bulls.xls";37;7;9;25;9;2;113;55;32;12;27;20
"raptors";118;"DIA 45.10 wizards-raptors.xls";30;9;9;28;5;2;100;43;25;9;24;23
"raptors";120;"DIA 72.16 pistons-raptors.xls";30;10;7;20;12;2;96;47;39;15;17;11
"grizzlies";100;"DIA 123.27 grizzlies-Bulls.xls";31;7;6;18;20;2;82;40;23;10;13;10
"grizzlies";101;"DIA 69.15 Kings-grizzlies.xls";30;6;6;10;10;2;104;41;22;6;18;13
"grizzlies";93;"DIA 98.21 grizzlies-Suns.xls";26;9;3;11;12;2;95;37;21;8;13;11
"pistons";96;"DIA 129.28 raptors-pistons.xls";22;9;6;11;10;2;94;36;29;9;17;15
"pistons";117;"DIA 130.28 raptors-pistons.xls";33;4;9;25;13;2;83;44;25;10;24;19
"heat";105;"DIA 127.28 heat-nets.xls";30;11;12;8;7;2;93;45;16;6;15;9
"nets";118;"DIA 62.14 nets-timberwolves.xls";28;6;14;17;13;2;88;45;34;13;20;15
"nets";115;"DIA 63.14 nets-cavaliers.xls";31;8;10;13;7;2;95;49;21;7;11;10
"nets";106;"DIA 92.20 spurs-Nets.xls";26;14;13;19;6;2;98;39;25;10;23;18
"hornets";108;"DIA 127.28 hornets-wizards.xls";25;10;9;19;14;2;81;38;19;8;29;24
"hornets";80;"DIA 74.16 Suns-hornets.xls";24;4;8;19;13;2;89;31;20;10;13;8
"wizards";104;"DIA 112.24 wizards-pistons.xls";27;10;4;16;9;2;93;41;17;5;23;17
"wizards";127;"DIA 38.9 wizards-knicks.xls";36;9;8;7;13;2;89;49;13;3;32;26
"wizards";116;"DIA 48.11 raptors-wizards.xls";29;8;7;27;17;2;88;43;14;6;32;24
"wizards";103;"DIA 95.20 pacers-wizards.xls";33;3;1;20;11;2;90;38;16;4;29;23
"lakers";112;"DIA 13.4 lakers-pelicans.xls";25;12;7;24;16;2;96;44;25;9;20;15
"lakers";125;"DIA 34.8 lakers-bucks.xls";37;12;6;12;12;2;94;51;17;6;21;17
"lakers";111;"DIA 38.9 raptors-lakers.xls";30;12;7;19;12;2;93;41;22;7;25;22
"lakers";124;"DIA 7.2 timberwolves-lakers.xls";29;12;5;11;18;2;89;46;20;12;22;20
"lakers";127;"DIA 74.16 lakers-magic.xls";31;8;11;17;9;2;94;50;25;10;23;17
"Sixers";138;"DIA 114.24 trailblazers-Sixers.xls";34;10;6;19;7;2;93;52;31;16;21;18
"Sixers";125;"DIA 4.1 Sixers-wizards.xls";32;10;7;25;11;2;100;49;16;7;22;20
"nuggets";115;"DIA 106.23 trailblazers-nuggets.xls";24;7;9;22;6;2;92;37;17;7;42;34
"nuggets";119;"DIA 121.26 nuggets-trailblazers.xls";31;8;6;23;16;2;104;44;22;8;29;23
"nuggets";131;"DIA 122.26 wizards-nuggets.xls";34;9;6;20;10;2;88;49;20;11;26;22
"nuggets";122;"DIA 20.5 nuggets-bucks.xls";32;17;5;20;11;2;92;46;23;7;29;23
"nuggets";121;"DIA 34.8 grizzlies-nuggets.xls";37;3;7;25;13;2;94;52;12;9;11;8
"nuggets";109;"DIA 73.16 nuggets-cavaliers.xls";29;4;9;12;16;2;95;42;30;12;13;13
"nuggets";123;"DIA 9.3 nuggets-Bulls.xls";22;11;6;5;19;2;91;47;17;4;26;25
"Jazz";110;"DIA 1.1 thunder-Jazz.xls";29;8;5;9;17;2;86;41;19;8;24;20
"Jazz";119;"DIA 23.6 Jazz-rockets.xls";30;13;10;5;14;2;98;46;24;11;18;16
